S.No,me,title,male,culture,dateOfBirth,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
877,Eddard Karstark,,1,Northmen,,,,,House Karstark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.073578595,0
878,Viserys II Targaryen,,1,,,Rhaenyra Targaryen,Daemon Targaryen,Aegon IV Targaryen,,,0,0,0,0,0,1,0,0,,0,0,,11,1,1,0.605351171,0
879,Harwyn Plumm,Ser,1,,,,,,House Plumm,,0,0,1,1,0,,,,,0,1,,0,0,0,0.046822742,1
880,Chiswyck,,0,,,,,,House Clegane,,0,1,1,0,0,,,,,0,0,,0,0,0,0.063545151,0
881,Endehar,,0,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0,1
882,Gwynesse Harlaw,,0,Ironborn,,,,,House Harlaw,,0,0,0,1,0,,,,,0,0,,0,0,0,0.056856187,1
883,Bethany Fair-Fingers,,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.006688963,1
884,Rold Vance,Ser,1,,,,,,House Vance of Atranta,,0,0,1,1,0,,,,,0,1,,0,0,0,0.026755853,1
885,Mazdhan zo Loraq,,1,Ghiscaricari,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,0,0,0.010033445,1
886,Ellery Vance,Ser,1,,,,,,House Vance of Atranta,,0,0,1,1,0,,,,,0,1,,0,0,0,0.026755853,1
887,Goodwin,Ser,1,,,,,,House Tarth,,0,0,0,1,0,,,,,0,1,,0,0,0,0.006688963,1
888,Rold Storm,,1,,,,,,House Connington,,0,0,0,0,1,,,,,0,0,,0,0,0,0.040133779,1
889,Shagga,,1,Vale mountain clans,,,,,Stone Crows,,1,1,1,1,1,,,,,0,0,,0,0,0,0.073578595,1
890,Davos Seaworth,Ser,1,Westeros,260,,,,House Seaworth,Marya Seaworth,0,1,1,1,1,,,,1,1,1,45,1,1,1,0.969899666,1
891,Ezzara,Blue Grace,0,Ghiscari,,,,,,,0,0,0,0,1,,,,,0,1,,0,0,0,0.006688963,1
892,Damon Paege,Ser,1,,,,,,House Paege,,0,1,1,1,0,,,,,0,1,,0,0,0,0.02006689,1
893,Tobho Mott,,1,Qohor,,,,,,,1,1,1,1,1,,,,,0,0,,0,0,0,0.08361204,1
894,Greydon Goodbrother,,1,Ironborn,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,,0,0,0,0.046822742,1
895,Yellow Dick,,1,Westeros,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.043478261,0
896,Hop-Robin,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.033444816,1
897,Ryman Frey,Ser,1,,246,,,,House Frey,,0,1,1,1,1,,,,,0,1,54,0,0,0,0.217391304,0
898,Scolera,Septa,0,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0,0,0.016722408,1
899,Lysa Arryn,Lady of the Vale,0,,266,,,,House Tully,Jon Arryn,0,0,0,0,0,,,,0,1,1,34,5,1,0,0,0
900,Guncer Sunglass,Sweetport Sound,1,,,,,,House Sunglass,,0,1,1,0,0,,,,,0,1,,0,0,0,0.040133779,0
901,Arthur Ambrose,Lord,1,,,,,,House Ambrose,Alysanne Hightower,0,0,1,1,1,,,,1,1,1,,0,0,0,0.060200669,1
902,Colmar Frey,,1,,288,,,,House Frey,,0,1,1,1,1,,,,,0,0,17,0,0,0,0.046822742,1
903,Lewis Lanster,,1,,,,,,Windblown,,0,0,0,0,1,,,,,0,0,,0,0,0,0.006688963,1
904,Jommo,Khal,1,Dothraki,,,,,,,1,0,0,1,0,,,,,0,0,,0,0,0,0.010033445,1
905,Buu,,0,,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0,1
906,Archibald Yronwood,Ser,1,,,,,,House Yronwood,,0,0,0,0,1,,,,,0,1,,0,0,0,0.140468227,1
907,Ocley,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.006688963,1
908,Alyn Cockshaw,Lord,1,,,,,,House Cockshaw,,0,0,0,0,0,,,,,0,1,,0,0,0,0.040133779,0
909,Ralf Kenning,CastellanCommander,1,Ironborn,,,,,House Kenning of Harlaw,,0,0,0,1,1,,,,,0,1,,0,0,0,0.046822742,0
910,Anders Yronwood,Yronwood,1,,,,,,House Yronwood,,0,0,1,1,1,,,,,0,1,,0,0,0,0.060200669,1
911,Mela,,0,,,,,,House Arryn,,0,0,0,1,1,,,,,0,0,,0,0,0,0.010033445,1
912,Rorge,,1,,,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,0,0,0.16722408,0
913,Edgerran Oakheart,Lord,1,,,,,,House Oakheart,,0,0,0,1,0,,,,,0,1,,0,0,0,0.006688963,1
914,Myles Smallwood,Hand of the King,1,,,,,,House Smallwood,,0,0,1,0,0,,,,,0,1,,0,0,0,0.16722408,1
915,Mysaria,Mistress of whisperers,0,Lysene,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.013377926,1
916,Aubrey Ambrose,Ser,1,,,,,,House Ambrose,,0,0,0,0,0,,,,,0,1,,0,0,0,0.006688963,1
917,Ozk zo Pahl,,1,Meereen,,,,,House of Pahl,,0,0,1,0,1,,,,,0,0,,0,0,0,0.056856187,0
918,Senelle,,1,,,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,0,0,0.033444816,0
919,Helliweg,Maester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.010033445,1
920,Dick Follard,,1,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.030100334,0
921,Jon Penrose,Ser,1,,,,,,House Penrose,,0,0,0,0,0,,,,,0,1,,0,0,0,0.016722408,1
922,Spare Boot,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.013377926,1
923,Olen Redwyne,Highgarden,0,,228,,,,House Redwyne,Luthor Tyrell,1,1,1,1,1,,,,1,1,1,77,0,0,0,0.287625418,1
924,Harren Botley,,0,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0,0,0.060200669,0
925,Qarl Shepherd,,0,Ironborn,,,,,House Shepherd,,0,0,0,0,1,,,,,0,0,,0,0,0,0.006688963,1
926,Gendry,Ser,1,,284,,,,brotherhood without banners,,1,1,1,1,0,,,,,0,1,21,2,1,1,0.43812709,1
927,Domeric Bolton,,1,Northmen,279,,,,House Bolton,,0,1,0,1,1,,,,,0,0,18,0,0,0,0.090301003,0
928,Lay,,0,,279,,,,,,0,1,0,0,0,,,,,0,0,26,0,0,0,0.023411371,1
929,Tommard Heddle,Ser,1,,,,,,House Heddle,,0,0,0,0,0,,,,,0,1,,0,0,0,0.046822742,0
930,Noho Dimittis,,1,Braavosi,,,,,Iron Bank of Braavos,,0,0,0,1,1,,,,,0,0,,0,0,0,0.013377926,1
931,Harrold Hardyng,Ser,1,Valemen,281,,,,House Hardyng,,0,0,0,1,1,,,,,0,1,24,0,0,0,0.120401338,1
932,Joyeuse Erenford,the Crossing,1,,282,,,,House Erenford,Walder Frey,1,1,1,1,1,,,,1,1,1,23,0,0,0,0.043478261,1
933,Rhaenys Targaryen (daughter of Aemon),Princess,0,Valyrian,74,,,,House Targaryen,Corlys Velaryon,0,0,0,0,0,,,,0,1,1,55,0,0,0,0.143812709,0
934,Donnor Stark,Winterfell,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,1,,0,0,0,0.080267559,1
935,Dafyn Vance,Ser,0,,,,,,House Vance,Maegelle Frey,0,1,1,1,0,,,,1,1,1,,0,0,0,0.10367893,1
936,Walder Frey (son of Ryman),,1,Rivermen,260,,,,House Frey,,0,0,0,0,0,,,,,0,0,45,0,0,0,0,1
937,Meryn Trant,Ser,1,,,,,,House Trant,,1,1,1,1,1,,,,,0,1,,0,0,0,0.220735786,1
938,Ordello,Magister of Pentos,0,Pentoshi,,,,,,,0,0,0,0,1,,,,,0,1,,0,0,0,0.013377926,0
939,Praed,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.016722408,0
940,Ronnel Stout,,0,Northmen,,,,,House Stout,,0,0,1,0,0,,,,,0,0,,0,0,0,0.033444816,1
941,Serra,,0,Lysene,,,,,,Illyrio Mopatis,0,0,0,0,1,,,,1,1,0,,0,0,0,0.016722408,1
942,Cedrik Storm,,0,,,,,,House Buckler,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,1
943,Melaquin,Maester,0,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0,1
944,Symon Stripeback,,1,,,,,,House Targaryen,,0,0,0,0,1,,,,,0,0,,0,0,0,0.043478261,1
945,Orton Merryweather,Longtable,1,Reachmen,,,,,House Merryweather,Tae of Myr,0,0,1,1,1,,,,1,1,1,,0,0,1,0.37458194,1
946,Terrence Kenning,Kayce,0,,,,,,House Kenning of Kayce,,0,0,1,1,1,,,,,0,1,,0,0,0,0.016722408,1
947,Garth of Greeway,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.030100334,0
948,Softfoot,,1,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.02006689,0
949,Leonette Fossoway,Lady,0,,,,,,House Fossoway,Garlan Tyrell,0,0,1,1,1,,,,1,1,1,,0,0,0,0.173913043,1
950,Triston of Tally Hill,Ser,0,,,,,,House Sunglass,,0,0,1,1,1,,,,,0,1,,0,0,0,0.030100334,1
951,Dunsen,,1,,,,,,House Clegane,,0,1,1,1,1,,,,,0,0,,0,0,0,0.040133779,1
952,Gilly,,0,Free Folk,282,,,,,Craster,0,1,1,1,1,,,,0,1,0,23,1,1,0,0.287625418,1
953,Aegon Blackfyre,,1,Valyrian,184,,,,House Blackfyre,,0,0,1,0,0,,,,,0,0,12,2,1,0,0.08361204,0
954,Symeon Star-Eyes,,1,,,,,,,,1,1,1,1,1,,,,,0,0,,0,0,0,0.030100334,1
955,Lharys,,1,,,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,0,0,0.016722408,0
956,Sansa Stark,Princess,0,Northmen,286,,,,House Stark,Tyrion Lannister,1,1,1,1,1,,,,1,1,1,19,10,1,1,1,1
957,Moon Boy,,1,,,,,,House Baratheon of King's Landing,,1,1,1,1,1,,,,,0,0,,0,0,0,0.076923077,1
958,Larys Strong,Lord of Harrenhal,1,,91,,,,House Strong,,0,0,0,0,0,,,,,0,1,100,0,0,0,0.297658863,0
959,Rafford,,1,,,,,,House Clegane,,0,1,1,1,1,,,,,0,0,,0,0,0,0.096989967,0
960,Helae Targaryen,Queen,0,,109,,,,House Targaryen,Aegon II,0,0,0,0,0,,,,1,1,1,21,0,0,0,0.27090301,0
961,Uthor Underleaf,Ser,1,,181,,,,,,0,0,0,0,0,,,,,0,1,100,0,0,0,0.050167224,0
962,Alliser Thorne,Ser,1,,,,,,House Thorne,,1,1,1,1,1,,,,,0,1,,0,0,0,0.230769231,1
963,Mudge (brotherhood),,0,,,,,,Brotherhood without banners,,0,0,0,0,0,,,,,0,0,,0,0,0,0,1
964,Qarl the Maid,,1,Ironborn,,,,,,,0,1,1,1,1,,,,,0,0,,0,0,0,0.066889632,1
965,Simon Toyne,,0,,,,,,House Toyne,,1,1,1,1,0,,,,,0,0,,0,0,0,0.036789298,0
966,Lan (Happy Port),,0,Braavosi,286,,,,Happy Port,,0,0,0,1,0,,,,,0,0,19,0,0,0,0.026755853,1
967,Dancy,,0,,,,,,Chataya's brothel,,0,1,1,1,1,,,,,0,0,,0,0,0,0.040133779,1
968,Lucamore Strong,Ser,1,,,,,,House Strong,,0,0,0,1,0,,,,,0,1,,0,0,0,0.016722408,1
969,Lucan,,1,,,,,,House Whent,,0,1,0,0,0,,,,,0,0,,0,0,0,0.013377926,0
970,Sumner Crakehall,Crakehall,1,,,,,,House Crakehall,,0,0,1,1,0,,,,,0,1,,0,0,0,0.026755853,1
971,Olene Tyrell,,0,,,,,,House Tyrell,Leo Blackbar,0,0,1,1,0,,,,1,1,0,,0,0,0,0.127090301,1
972,Hoarfrost Umber,Last Hearth,1,Northmen,,,,,House Umber,,0,0,0,0,1,,,,,0,1,,0,0,0,0.02006689,1
973,Rowan,,1,Free folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.060200669,0
974,Dorea Sand,,0,Dornishmen,291,,,,House Martell,,0,0,0,1,1,,,,,0,0,14,1,1,0,0.10367893,1
975,Darla Deddings,Lady,0,,,,,,House Deddings,,0,0,0,0,0,,,,,0,1,,0,0,0,0.010033445,1
976,Agrivane,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.006688963,1
977,Aemon Blackfyre,,1,Valyrian,184,,,,House Blackfyre,,0,0,1,0,0,,,,,0,0,12,2,1,0,0.086956522,0
978,Squinty Jeyne,,0,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0,0,0.006688963,1
979,Maggy,,1,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.056856187,1
980,Qarlton Chelsted,Master of Coin,1,,,,,,House Chelsted,,0,0,1,1,0,,,,,0,1,,0,0,1,0.357859532,0
981,Kedge Whiteye,,1,,251,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,54,0,0,0,0.036789298,1
982,Brandon Stark (son of Cregan),Winterfell,1,Northmen,,,,,House Stark,Alys Karstark,0,1,0,0,0,,,,1,1,1,,0,0,0,0.143812709,1
983,Helly,,0,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.013377926,1
984,Muttering Bill,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.02006689,0
985,Saera Targaryen,Princess,1,Valyrian,61,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,100,0,0,0,0.070234114,0
986,Mycah,,1,Westeros,285,,,,,,1,1,1,0,0,,,,,0,0,13,0,0,0,0.10367893,0
987,Temmo,Khal,1,Dothraki,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.02006689,1
988,Johan Swann,,0,,,,,,House Swann,,0,0,0,0,0,,,,,0,0,,0,0,0,0.02006689,1
989,Walton Frey,,1,,249,,,,House Frey,Dea Hardyng,0,1,1,1,0,,,,1,1,0,56,0,0,0,0.107023411,1
990,Biter,,1,,,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,0,0,0.127090301,0
991,Jon Pox,,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.016722408,1
992,Bonifer Hasty,Ser,1,,,,,,House Hasty,,0,1,1,1,1,,,,,0,1,,0,0,0,0.053511706,1
993,Eddara Tallhart,Lady of Torrhen's Square,0,Northmen,289,,,,House Tallhart,,0,1,1,1,1,,,,,0,1,16,0,0,0,0.040133779,1
994,Rickon Stark,Prince of WinterfellHeir to Winterfell,1,Northmen,295,,,,House Stark,,1,1,1,1,1,,,,,0,1,10,8,1,1,0.551839465,1
995,Lysa Meadows,,0,,,,,,House Meadows,Olymer Tyrell,0,0,1,1,0,,,,1,1,0,,0,0,0,0.130434783,1
996,Easy,,1,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,0
997,Colemon,Maester,1,,,,,,House Arryn,,1,1,1,1,1,,,,,0,1,,0,0,0,0.066889632,1
998,Steffarion Sparr,,1,Ironborn,,,,,House Sparr,,0,0,0,1,0,,,,,0,0,,0,0,0,0.02006689,1
999,Hazrak zo Loraq,,1,Ghiscari,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,0,0,0.010033445,1
1000,Eleanor Mooton,,0,,286,,,,House Mooton,Dickon Tarly,0,0,0,1,1,,,,1,1,0,19,0,0,0,0.030100334,1
1001,Moribald Chester,Greenshield,0,,,,,,House Chester,,0,0,0,1,1,,,,,0,1,,0,0,0,0.02006689,1
1002,Steffon Varner,Lord,1,,,,,,House Varner,,0,1,0,0,0,,,,,0,1,,0,0,0,0.013377926,1
1003,Mors Martell,Sandship,0,Dornish,,,,,House Martell,Nymeria,1,0,0,1,0,,,,1,1,1,,0,0,0,0.053511706,1
1004,Talla Tarly,,1,,,,,,House Tarly,,0,0,1,0,0,,,,,0,0,,0,0,0,0.070234114,1
1005,Jayde,,0,,,,,,Chataya's brothel,,0,0,1,0,0,,,,,0,0,,0,0,0,0.02006689,1
1006,Missandei,,0,athi,288,,,,House Targaryen,,0,0,1,1,1,,,,,0,0,17,0,0,0,0.173913043,1
1007,Stone Thumbs,,0,Free Folk,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,0
1008,Ogo,Khal,1,Dothraki,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.036789298,0
1009,Wendamyr,Maester,1,,,,,,House Greyjoy,,0,1,1,1,0,,,,,0,1,,0,0,0,0.02006689,1
1010,Omer Blackberry,,0,,,,,,House Blackberry,,0,0,1,1,1,,,,,0,0,,0,0,0,0.023411371,1
1011,Alyn Frey,,1,,295,,,,House Frey,,0,1,1,1,0,,,,,0,0,10,0,0,0,0.137123746,1
1012,Waymar Royce,Ser,1,Valemen,278,,,,House Royce,,1,1,1,1,0,,,,,0,1,19,1,1,0,0.123745819,0
1013,Maegelle Frey,,0,,249,,,,House Frey,Dafyn Vance,0,1,1,1,0,,,,1,1,0,56,0,0,0,0.107023411,1
1014,Guyne,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.006688963,1
1015,Eley Westerling,,0,,287,,,,House Westerling,,0,0,1,1,0,,,,,0,0,18,0,0,0,0.046822742,1
1016,Ryella Frey,,0,,294,,,,House Frey,,0,1,1,1,0,,,,,0,0,11,0,0,0,0.137123746,1
1017,Bryan of Oldtown,,0,Reach,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
1018,Beth Cassel,,0,Northmen,289,,,,House Cassel,,1,1,1,1,1,,,,,0,0,16,0,0,0,0.070234114,1
1019,Martyn Rivers,,0,,,,,,House Frey,,1,1,1,1,1,,,,,0,0,,0,0,0,0.030100334,1
1020,Sherrit,King,0,,,,,,,,0,0,1,0,0,,,,,0,1,,0,0,0,0.003344482,1
1021,Edwyn Frey,,1,,259,,,,House Frey,Janyce Hunter,0,1,1,1,0,,,,1,1,0,46,0,0,0,0.147157191,1
1022,Hugo Wull,Big BucketThe Wull,1,Northern mountain clans,,,,,House Wull,,0,0,0,1,1,,,,,0,1,,0,0,0,0.036789298,1
1023,Addam Frey,Ser,1,,,,,,House Frey,,0,0,0,0,0,,,,,0,1,,0,0,0,0.026755853,1
1024,Quill,,1,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.016722408,1
1025,Lord Commander Qorgyle,Lord Commander of the Night's Watch,1,,,,,,House Qorgyle,,0,0,1,0,0,,,,,0,1,,0,0,0,0.066889632,0
1026,Godwyn,,1,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0,0,0,1
1027,Ralf Stonehouse,Red Jester,1,Ironborn,,,,,House Stonehouse,,0,0,0,1,1,,,,,0,1,,0,0,0,0.033444816,1
1028,Aggar,,1,,,,,,House Greyjoy,,0,1,0,0,1,,,,,0,0,,0,0,0,0.026755853,0
1029,Black Berrr,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.02006689,1
1030,Alia,,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0,1
1031,Pearse Caron,Nightsong,1,,,,,,House Caron,,0,0,0,0,0,,,,,0,1,,0,0,0,0.013377926,1
1032,Alester Florent,Brightwater,1,,,,,,House Florent,Melara Crane,0,1,1,0,1,,,,1,1,1,,0,0,0,0.327759197,0
1033,Eustace Brune,Dyre Den,1,,,,,,House Brune of the Dyre Den,,0,0,0,1,0,,,,,0,1,,0,0,0,0.016722408,1
1034,Alysanne Targaryen,,0,,,Alyssa Velaryon,Aenys I Targaryen,,,,0,0,0,0,0,1,0,,,0,0,,0,0,0,0.277591973,0
1035,Endrew Tarth,Ser,1,,,,,,House Tarth,,1,1,1,0,0,,,,,0,1,,0,0,0,0.066889632,0
1036,Lucos Chyttering,Lord,1,,283,,,,House Chyttering,,0,0,1,1,0,,,,,0,1,22,0,0,0,0.02006689,1
1037,Myria Jordayne,,1,Dornish,,,,,House Jordayne,,0,0,1,1,1,,,,,0,0,,0,0,0,0.013377926,1
1038,Alysane Mormont,,0,Northmen,273,,,,House Mormont,,0,0,0,1,1,,,,,0,0,32,0,0,0,0.070234114,1
1039,Allar Deem,,1,,,,,,City Watch of King's Landing,,0,1,0,0,0,,,,,0,0,,0,0,0,0.043478261,0
1040,Gretchel,,1,,,,,,House Arryn,,0,0,0,1,1,,,,,0,0,,0,0,0,0.016722408,1
1041,Meha,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.006688963,1
1042,Halmon Paege,Ser,1,,,,,,House Paege,,0,1,1,1,1,,,,,0,1,,0,0,0,0.016722408,1
1043,Baelon Targaryen (son of Aerys),Lord of Dragonstone,0,Valyrian,,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,,0,0,0,0.043478261,1
1044,Moelle,Septa,0,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0,0,0.030100334,1
1045,Qarl Correy,Ser,1,,,,,,House Velaryon,,0,0,0,0,0,,,,,0,1,,0,0,0,0.026755853,1
1046,Stalwart Shield,,0,,,,,,Unsullied,,0,0,0,0,1,,,,,0,0,,0,0,0,0.043478261,0
1047,Arthor Karstark,,1,Northmen,,,,,House Karstark,,0,0,0,0,1,,,,,0,0,,0,0,0,0.043478261,1
1048,Galyeon of Cuy,,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.006688963,1
1049,Mortimer Boggs,Ser,1,,,,,,House Boggs,,0,0,0,0,0,,,,,0,1,,0,0,0,0.013377926,1
1050,Argrave the Defiant,Ser,1,,,,,,House Butterwell,,0,0,0,0,0,,,,,0,1,,0,0,0,0.013377926,1
1051,Gysella Goodbrother,,0,Ironborn,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,,0,0,0,0.026755853,1
1052,Delonne Allyrion,Godsgrace,0,Dornish,,,,,House Allyrion,,0,0,1,1,1,,,,,0,1,,0,0,0,0.026755853,1
1053,Luco Prestayn,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.003344482,1
1054,Lucion Lannister,Ser,0,,,,,,House Lannister,,0,0,1,1,1,,,,,0,1,,0,0,0,0.066889632,1
1055,Jommy,,1,,,,,,House Baratheon,,0,1,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
1056,Gerold Lannister,Casterly Rock,1,Westerman,,,,,House Lannister,Alysanne Farman,0,0,0,0,0,,,,1,1,1,,0,0,0,0.086956522,0
1057,Humfrey Swyft,Ser,0,,,,,,House Swyft,,0,0,0,1,1,,,,,0,1,,0,0,0,0.010033445,1
1058,Lucas Tyrell,,1,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0,0,0.123745819,1
1059,Mychel Redfort,Ser,1,Valemen,,,,,House Redfort,Ysilla Royce,1,1,1,1,1,,,,1,1,1,,0,0,0,0.070234114,1
1060,Nymeria Sand,,0,Dornishmen,274,,,,House Martell,,0,0,1,1,1,,,,,0,0,31,1,1,1,0.377926421,1
1061,Maron Martell,Prince of Dorne,1,Dornish,,,,,House Martell,Daenerys Targaryen,0,0,0,1,1,,,,1,1,1,,5,1,0,0.036789298,1
1062,Wat (Wet),,1,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0,0,0.006688963,1
1063,Shella,,0,,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
1064,n,,0,,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.096989967,1
1065,Ryon Allyrion,Ser,1,Dornish,,,,,House Allyrion,Ynys Yronwood,0,0,1,1,1,,,,1,1,1,,0,0,0,0.053511706,1
1066,Herbert Bolling,Ser,0,,,,,,House Bolling,,0,0,0,1,0,,,,,0,1,,0,0,0,0.010033445,1
1067,Lenn,,0,Free Folk,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.006688963,1
1068,Rhea Florent,,0,,,,,,House Florent,Leyton Hightower,0,1,1,1,0,,,,1,1,0,,0,0,0,0.107023411,1
1069,Walder Frey (son of Jammos),,1,,291,,,,House Frey,,0,0,0,0,0,,,,,0,0,14,0,0,0,0,1
1070,Ezzelyno,Red Priest,0,Braavosi,,,,,R'hllor,,0,0,0,1,0,,,,,0,1,,0,0,0,0.013377926,1
1071,Bannen,,1,,,,,,Night's Watch,,0,1,1,0,0,,,,,0,0,,0,0,0,0.033444816,0
1072,Danos Slynt,,1,,,,,,House Slynt,,0,0,1,0,0,,,,,0,0,,0,0,0,0.023411371,1
1073,Matarys Targaryen,Prince,1,,184,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,25,0,0,0,0.100334448,0
1074,Bryen Farring,,1,,,,,,House Farring,,0,1,1,1,1,,,,,0,0,,0,0,0,0.033444816,0
1075,Morya Frey,Lady,0,,268,,,,House Frey,Flement Brax,0,1,1,1,1,,,,1,1,1,37,0,0,0,0.120401338,1
1076,Conwy,,0,,,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,,0,0,0,0.026755853,1
1077,Rolph Spicer,Ser,0,,,,,,House Spicer,,0,0,1,1,0,,,,,0,1,,0,0,0,0.060200669,1
1078,Rodrik Stark,King in the North,1,Northmen,,,,,House Stark,,1,0,0,0,0,,,,,0,1,,0,0,0,0.040133779,1
1079,Wendel Frey,,1,,286,,,,House Frey,,0,1,1,1,1,,,,,0,0,19,0,0,0,0.050167224,1
1080,Stiv,,0,Wildlings,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,0,0.033444816,0
1081,Urrigon Greyjoy,,1,Ironborn,268,,,,House Greyjoy,,0,0,0,1,0,,,,,0,0,37,0,0,0,0.073578595,1
1082,Damon Vypren,Ser,0,,265,,,,House Vypren,,0,1,1,1,0,,,,,0,1,40,0,0,0,0.157190635,1
1083,Urek Ironmaker,,1,Ironborn,,,,,House Ironmaker,,0,0,0,1,0,,,,,0,0,,0,0,0,0.016722408,1
1084,Renly Norcross,,1,,296,,,,House Norcross,,0,1,1,1,0,,,,,0,0,9,0,0,0,0.08361204,1
1085,Daella Targaryen (daughter of Jaehaerys I),Eyrie,0,Valyrian,54,,,,House Targaryen,Rodrik Arryn,0,0,0,0,0,,,,1,1,1,28,0,0,0,0.086956522,0
1086,Daemon I Blackfyre,Ser,1,Valyrian,170,,,,House Blackfyre,Rohanne of Tyrosh,0,0,0,0,0,,,,1,1,1,26,0,0,0,0,0
1087,Peter Plumm,Ser,1,,,,,,House Plumm,,0,0,1,1,0,,,,,0,1,,0,0,0,0.026755853,1
1088,Lync,,0,,,,,,Night's Watch,,0,1,0,0,0,,,,,0,0,,0,0,0,0.006688963,1
1089,Loreza Sand,,0,Dorne,293,,,,House Martell,,0,0,1,1,1,,,,,0,0,12,1,1,0,0.107023411,1
1090,Walda Frey (daughter of Rhaegar),,0,,288,,,,House Frey,,0,0,0,0,0,,,,,0,0,17,0,0,0,0,1
1091,Maerie (Whore),,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,0
1092,Red Oarsman,,0,Ironborn,,,,,,,0,0,0,1,1,,,,,0,0,,0,0,0,0.016722408,1
1093,Warryn Beesbury,Lord of Honeyholt,0,,,,,,House Beesbury,,0,0,0,1,0,,,,,0,1,,0,0,0,0.006688963,1
